hostname,letter,name,discmethod,disc,orbper,bmasse,rade,dens,ra,dec,dist,optmag,optmagband,nirmag,nirmagerr,teff,logg,lum,mass,rad,age
Kepler-1651,b,Kepler-1651 b,Transit,2017,9.87863917,4.04,1.84,3.56,283.628354,48.391022,69.4,13.072,G (Gaia),9.804,,3713,4.72,-1.368,0.52,0.5,
Kepler-1652,b,Kepler-1652 b,Transit,2017,38.09722,3.19,1.6,9.9,294.366085,49.915058,252,16.002,G (Gaia),12.635,0.024,3638,4.88,-1.638,0.4,0.38,3.2
Kepler-1653,b,Kepler-1653 b,Transit,2017,140.2524,5.35,2.17,3.08,296.457755,41.266024,755,15.429,Kepler-band,13.211,0.029,4807,4.62,-0.636,0.72,0.69,7.7
Kepler-1654,b,Kepler-1654 b,Transit,2018,1047.8356,158.915,9.18,1.2,282.185812,44.434486,577.6,13.406,G (Gaia),11.922,0.015,5597,4.3,0.09,1.01,1.18,5
Kepler-1655,b,Kepler-1655 b,Transit,2018,11.8728787,5,2.213,2.5,286.689452,39.211929,214.58,11.014,G (Gaia),9.785,0.017,6148,4.36,0.123,1.03,1.03,2.56
Kepler-1656,b,Kepler-1656 b,Transit,2018,31.578659,48.6,5.02,2.13,284.472168,39.911824,186.88,11.64,V (Johnson),9.64,0.017,5731,4.37,-0.004,1.03,1.1,6.31
Kepler-1658,b,Kepler-1658 b,Transit,2019,3.84937278,1868.8404,11.994,6.36,294.356546,38.947376,806.07,11.42,G (Gaia),10.195,0.023,6216,3.67,1.111,1.45,2.89,
Kepler-166,b,Kepler-166 b,Transit,2014,7.650254,5.77,2.27,2.71,293.160171,48.881191,614.16,14.685,G (Gaia),12.876,0.032,5413,4.62,-0.391,0.88,0.74,4.47
Kepler-166,c,Kepler-166 c,Transit,2014,34.260281,6.26,2.38,2.55,293.160171,48.881191,614.16,14.685,G (Gaia),12.876,0.032,5413,4.62,-0.391,0.88,0.74,4.47
Kepler-166,d,Kepler-166 d,Transit,2016,1.55400393,3.64,1.73,3.86,293.160171,48.881191,614.16,14.685,G (Gaia),12.876,0.032,5413,4.62,-0.391,0.88,0.74,4.47
Kepler-167,b,Kepler-167 b,Transit,2014,4.3931632,3.24,1.615,4.23,292.658441,38.345413,330,14,G (Gaia),11.832,0.022,4890,4.61,-0.57,0.77,0.73,3.3
Kepler-167,c,Kepler-167 c,Transit,2014,7.406114,3.01,1.548,4.46,292.658441,38.345413,330,14,G (Gaia),11.832,0.022,4890,4.61,-0.57,0.77,0.73,3.3
Kepler-167,d,Kepler-167 d,Transit,2016,21.803855,1.83,1.194,5.91,292.658441,38.345413,330,14,G (Gaia),11.832,0.022,4890,4.61,-0.57,0.77,0.73,3.3
Kepler-167,e,Kepler-167 e,Transit,2016,1071.23228,73.4,10.15,0.386,292.658441,38.345413,330,14,G (Gaia),11.832,0.022,4890,4.61,-0.57,0.77,0.73,3.3
Kepler-168,b,Kepler-168 b,Transit,2014,4.425391,2.73,1.46,4.82,294.710165,39.825104,1396,14.605,G (Gaia),13.206,0.037,6282,4.42,0.319,1.3,1.11,2.29
Kepler-168,c,Kepler-168 c,Transit,2014,13.193242,7.7,2.69,2.17,294.710165,39.825104,1396,14.605,G (Gaia),13.206,0.037,6282,4.42,0.319,1.3,1.11,2.29
Kepler-169,b,Kepler-169 b,Transit,2014,3.250619,1.51,1.13,5.75,285.999891,40.919329,411.34,14.162,G (Gaia),12.186,0.021,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-169,c,Kepler-169 c,Transit,2014,6.195469,1.92,1.21,5.96,285.999891,40.919329,411.34,14.162,G (Gaia),12.186,0.021,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-169,d,Kepler-169 d,Transit,2014,8.348125,2.1,1.25,5.91,285.999891,40.919329,411.34,14.162,G (Gaia),12.186,0.021,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-169,e,Kepler-169 e,Transit,2014,13.767102,5.48,2.2,2.83,285.999891,40.919329,411.34,14.162,G (Gaia),12.186,0.021,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-169,f,Kepler-169 f,Transit,2014,87.090195,7.18,2.58,2.3,285.999891,40.919329,411.34,14.162,G (Gaia),12.186,0.021,4997,4.58,-0.523,0.84,0.76,3.72
Kepler-17,b,Kepler-17 b,Transit,2011,1.4857108,778.65,14.68,1.35,298.395274,47.815006,800,14.131,G (Gaia),12.585,0.023,5781,4.53,-0.037,1.16,1.05,1.78
Kepler-170,b,Kepler-170 b,Transit,2014,7.930592,82.6,3.2,13.9,284.521193,41.629604,754.64,14.347,G (Gaia),12.677,0.024,5679,4.45,-0.098,1.03,1.03,3.63
Kepler-170,c,Kepler-170 c,Transit,2014,16.665863,8.55,2.86,2.01,284.521193,41.629604,754.64,14.347,G (Gaia),12.677,0.024,5679,4.45,-0.098,1.03,1.03,3.63
Kepler-171,b,Kepler-171 b,Transit,2014,4.166972,6.08,2.34,2.61,296.771914,41.755537,885.43,14.905,G (Gaia),13.206,0.042,5642,4.57,-0.178,1.07,0.84,3.47
Kepler-171,c,Kepler-171 c,Transit,2014,11.463462,7.08,2.56,2.32,296.771914,41.755537,885.43,14.905,G (Gaia),13.206,0.042,5642,4.57,-0.178,1.07,0.84,3.47
Kepler-171,d,Kepler-171 d,Transit,2014,39.595519,4.23,1.89,3.44,296.771914,41.755537,885.43,14.905,G (Gaia),13.206,0.042,5642,4.57,-0.178,1.07,0.84,3.47
Kepler-172,b,Kepler-172 b,Transit,2014,2.940309,6.12,2.35,2.59,283.368413,41.821857,848.56,14.537,G (Gaia),12.793,0.036,5526,4.38,-0.067,1,1.08,6.46
Kepler-172,c,Kepler-172 c,Transit,2014,6.388996,8.55,2.86,2.01,283.368413,41.821857,848.56,14.537,G (Gaia),12.793,0.036,5526,4.38,-0.067,1,1.08,6.46
Kepler-172,d,Kepler-172 d,Transit,2014,14.627119,5.69,2.25,2.74,283.368413,41.821857,848.56,14.537,G (Gaia),12.793,0.036,5526,4.38,-0.067,1,1.08,6.46
Kepler-172,e,Kepler-172 e,Transit,2014,35.118736,8.05,2.76,2.1,283.368413,41.821857,848.56,14.537,G (Gaia),12.793,0.036,5526,4.38,-0.067,1,1.08,6.46
Kepler-173,b,Kepler-173 b,Transit,2014,4.263742,2.21,1.29,5.66,294.646695,41.884106,853.39,14.258,G (Gaia),12.668,0.034,6031,4.4,0.036,1.04,0.95,3.98
Kepler-173,c,Kepler-173 c,Transit,2014,8.005777,6.48,2.43,2.48,294.646695,41.884106,853.39,14.258,G (Gaia),12.668,0.034,6031,4.4,0.036,1.04,0.95,3.98
Kepler-174,b,Kepler-174 b,Transit,2014,13.98179,4.5,1.96,3.28,287.439194,43.832092,389.07,14.286,G (Gaia),12.184,0.018,4880,4.68,-0.611,0.71,0.62,4.9
Kepler-174,c,Kepler-174 c,Transit,2014,44.000529,2.83,1.49,4.7,287.439194,43.832092,389.07,14.286,G (Gaia),12.184,0.018,4880,4.68,-0.611,0.71,0.62,4.9
Kepler-174,d,Kepler-174 d,Transit,2014,247.35373,5.43,2.19,2.84,287.439194,43.832092,389.07,14.286,G (Gaia),12.184,0.018,4880,4.68,-0.611,0.71,0.62,4.9
Kepler-175,b,Kepler-175 b,Transit,2014,11.903515,7.08,2.56,2.32,289.553283,43.876183,1363.39,14.911,G (Gaia),13.496,0.035,6064,4.47,0.185,1.12,1.01,3.39
Kepler-175,c,Kepler-175 c,Transit,2014,34.035257,9.8,3.1,1.81,289.553283,43.876183,1363.39,14.911,G (Gaia),13.496,0.035,6064,4.47,0.185,1.12,1.01,3.39
Kepler-176,b,Kepler-176 b,Transit,2014,5.433074,2.63,1.43,4.94,294.667956,43.853259,535.4,14.545,G (Gaia),12.567,0.024,5232,4.47,-0.445,0.87,0.89,4.68
Kepler-176,c,Kepler-176 c,Transit,2014,12.759712,23,2.6,7.19,294.667956,43.853259,535.4,14.545,G (Gaia),12.567,0.024,5232,4.47,-0.445,0.87,0.89,4.68
Kepler-176,d,Kepler-176 d,Transit,2014,25.751974,15.2,2.51,5.28,294.667956,43.853259,535.4,14.545,G (Gaia),12.567,0.024,5232,4.47,-0.445,0.87,0.89,4.68
Kepler-176,e,Kepler-176 e,Transit,2016,51.16579,2.7,1.45,4.87,294.667956,43.853259,535.4,14.545,G (Gaia),12.567,0.024,5232,4.47,-0.445,0.87,0.89,4.68
Kepler-177,b,Kepler-177 b,Transit,2013,36.855,2,2.9,1,286.047132,45.053207,1497.42,14.941,G (Gaia),13.421,0.04,5942,4.42,0.246,1,1.05,4.37
Kepler-177,c,Kepler-177 c,Transit,2013,49.412,7.5,7.1,0.2,286.047132,45.053207,1497.42,14.941,G (Gaia),13.421,0.04,5942,4.42,0.246,1,1.05,4.37
Kepler-178,b,Kepler-178 b,Transit,2014,9.576694,8.75,2.9,1.97,287.101089,46.896477,731.04,14.578,G (Gaia),12.899,0.024,5676,4.33,-0.215,0.94,1.07,4.68
Kepler-178,c,Kepler-178 c,Transit,2014,20.552802,8.65,2.88,1.99,287.101089,46.896477,731.04,14.578,G (Gaia),12.899,0.024,5676,4.33,-0.215,0.94,1.07,4.68
Kepler-178,d,Kepler-178 d,Transit,2014,96.678988,14.8,3.95,1.32,287.101089,46.896477,731.04,14.578,G (Gaia),12.899,0.024,5676,4.33,-0.215,0.94,1.07,4.68
Kepler-179,b,Kepler-179 b,Transit,2014,2.735926,3.33,1.64,4.15,298.663735,47.762043,616.39,14.603,G (Gaia),12.75,0.026,5302,4.61,-0.352,0.91,0.76,4.27
Kepler-179,c,Kepler-179 c,Transit,2014,6.40013,4.66,2,3.2,298.663735,47.762043,616.39,14.603,G (Gaia),12.75,0.026,5302,4.61,-0.352,0.91,0.76,4.27
Kepler-18,b,Kepler-18 b,Transit,2011,3.504725,6.9,2,4.9,298.079439,44.746321,438.51,13.539,G (Gaia),11.756,0.019,5345,4.31,-0.031,0.97,1.11,10
Kepler-18,c,Kepler-18 c,Transit,2011,7.64159,17.3,5.49,0.59,298.079439,44.746321,438.51,13.539,G (Gaia),11.756,0.019,5345,4.31,-0.031,0.97,1.11,10
Kepler-18,d,Kepler-18 d,Transit,2011,14.85888,16.4,6.98,0.27,298.079439,44.746321,438.51,13.539,G (Gaia),11.756,0.019,5345,4.31,-0.031,0.97,1.11,10
Kepler-180,b,Kepler-180 b,Transit,2014,13.817124,2.86,1.5,4.66,295.571343,49.774586,709.83,14.325,G (Gaia),12.685,0.028,5731,4.34,-0.14,0.95,1.06,4.57
Kepler-180,c,Kepler-180 c,Transit,2014,41.885775,9.32,3.01,1.88,295.571343,49.774586,709.83,14.325,G (Gaia),12.685,0.028,5731,4.34,-0.14,0.95,1.06,4.57
Kepler-181,b,Kepler-181 b,Transit,2014,3.137873,2.15,1.27,5.77,296.151402,50.095806,620.09,14.714,G (Gaia),12.876,0.029,5333,4.62,-0.388,0.88,0.75,4.57
Kepler-181,c,Kepler-181 c,Transit,2014,4.302149,4.62,1.99,3.22,296.151402,50.095806,620.09,14.714,G (Gaia),12.876,0.029,5333,4.62,-0.388,0.88,0.75,4.57
Kepler-182,b,Kepler-182 b,Transit,2014,9.825792,7.18,2.58,2.3,289.830114,50.586246,1621.79,14.874,G (Gaia),13.518,0.038,6250,4.4,0.342,1.16,1.15,3.09
Kepler-182,c,Kepler-182 c,Transit,2014,20.684342,11.6,3.43,1.58,289.830114,50.586246,1621.79,14.874,G (Gaia),13.518,0.038,6250,4.4,0.342,1.16,1.15,3.09
Kepler-183,b,Kepler-183 b,Transit,2014,5.687945,4.9,2.06,3.08,293.530848,39.315898,1082.6,14.893,G (Gaia),13.308,0.039,5888,4.5,-0.01,1,0.96,4.27
Kepler-183,c,Kepler-183 c,Transit,2014,11.637071,35.7,2.27,16.8,293.530848,39.315898,1082.6,14.893,G (Gaia),13.308,0.039,5888,4.5,-0.01,1,0.96,4.27
Kepler-184,b,Kepler-184 b,Transit,2014,10.687576,6.17,2.36,2.58,291.951908,43.074715,621.24,14.311,G (Gaia),12.69,0.029,5788,4.51,-0.252,0.97,0.87,4.47
Kepler-184,c,Kepler-184 c,Transit,2014,20.303005,8.8,1.97,6.32,291.951908,43.074715,621.24,14.311,G (Gaia),12.69,0.029,5788,4.51,-0.252,0.97,0.87,4.47
Kepler-184,d,Kepler-184 d,Transit,2014,29.022358,6.76,2.49,2.41,291.951908,43.074715,621.24,14.311,G (Gaia),12.69,0.029,5788,4.51,-0.252,0.97,0.87,4.47
Kepler-185,b,Kepler-185 b,Transit,2014,1.6329,1.71,1.17,5.87,282.468103,43.889915,473.07,14.443,G (Gaia),12.515,0.013,5208,4.54,-0.516,0.82,0.81,4.9
Kepler-185,c,Kepler-185 c,Transit,2014,20.729042,4.74,2.02,3.16,282.468103,43.889915,473.07,14.443,G (Gaia),12.515,0.013,5208,4.54,-0.516,0.82,0.81,4.9
Kepler-186,b,Kepler-186 b,Transit,2014,3.8867907,1.24,1.07,5.56,298.652714,43.955017,172,14.599,G (Gaia),11.605,0.018,3755,4.74,-1.26,0.54,0.52,4
Kepler-186,c,Kepler-186 c,Transit,2014,7.267302,2.1,1.25,5.91,298.652714,43.955017,172,14.599,G (Gaia),11.605,0.018,3755,4.74,-1.26,0.54,0.52,4
Kepler-186,d,Kepler-186 d,Transit,2014,13.342996,2.54,1.4,5.09,298.652714,43.955017,172,14.599,G (Gaia),11.605,0.018,3755,4.74,-1.26,0.54,0.52,4
Kepler-186,e,Kepler-186 e,Transit,2014,22.407704,2.15,1.27,5.77,298.652714,43.955017,172,14.599,G (Gaia),11.605,0.018,3755,4.74,-1.26,0.54,0.52,4
Kepler-186,f,Kepler-186 f,Transit,2014,129.9441,1.71,1.17,5.87,298.652714,43.955017,172,14.599,G (Gaia),11.605,0.018,3755,4.74,-1.26,0.54,0.52,4
Kepler-187,b,Kepler-187 b,Transit,2014,4.938864,2.57,1.41,5.04,299.796456,44.089306,1180.86,14.175,G (Gaia),12.566,0.023,6105,4.27,0.363,1.11,1.29,3.72
Kepler-187,c,Kepler-187 c,Transit,2014,10.640263,7.61,2.67,2.2,299.796456,44.089306,1180.86,14.175,G (Gaia),12.566,0.023,6105,4.27,0.363,1.11,1.29,3.72
Kepler-188,b,Kepler-188 b,Transit,2014,2.061897,3.46,1.68,4.01,281.27971,44.315533,996.09,14.634,G (Gaia),13.144,0.027,6021,4.35,0.016,0.98,1.14,4.37
Kepler-188,c,Kepler-188 c,Transit,2014,5.996553,10.3,3.19,1.74,281.27971,44.315533,996.09,14.634,G (Gaia),13.144,0.027,6021,4.35,0.016,0.98,1.14,4.37
Kepler-189,b,Kepler-189 b,Transit,2014,10.399931,1.92,1.21,5.96,287.564731,44.305004,601.75,14.821,G (Gaia),12.921,0.024,5235,4.62,-0.451,0.83,0.75,5.13
Kepler-189,c,Kepler-189 c,Transit,2014,20.134866,22.7,2.38,9.25,287.564731,44.305004,601.75,14.821,G (Gaia),12.921,0.024,5235,4.62,-0.451,0.83,0.75,5.13
Kepler-19,b,Kepler-19 b,Transit,2011,9.28716,8.4,2.209,10.4,290.420839,37.851786,219.95,11.876,G (Gaia),10.318,0.019,5544,4.51,-0.183,0.94,0.86,1.9
Kepler-19,c,Kepler-19 c,Transit Timing Variations,2011,28.731,13.1,3.68,1.44,290.420839,37.851786,219.95,11.876,G (Gaia),10.318,0.019,5544,4.51,-0.183,0.94,0.86,1.9
Kepler-19,d,Kepler-19 d,Radial Velocity,2017,62.95,22.5,5.06,0.954,290.420839,37.851786,219.95,11.876,G (Gaia),10.318,0.019,5544,4.51,-0.183,0.94,0.86,1.9
Kepler-190,b,Kepler-190 b,Transit,2014,2.019999,3.05,1.56,4.41,288.584039,44.733799,438.88,14.118,G (Gaia),12.231,0.015,5106,4.56,-0.451,0.86,0.8,3.72
Kepler-190,c,Kepler-190 c,Transit,2014,3.763024,2.73,1.46,4.82,288.584039,44.733799,438.88,14.118,G (Gaia),12.231,0.015,5106,4.56,-0.451,0.86,0.8,3.72
Kepler-191,b,Kepler-191 b,Transit,2014,9.939632,2.36,1.34,5.39,291.183386,45.323177,604.75,14.776,G (Gaia),12.883,0.04,5282,4.59,-0.441,0.84,0.79,4.9
Kepler-191,c,Kepler-191 c,Transit,2014,17.738506,4.12,1.86,3.52,291.183386,45.323177,604.75,14.776,G (Gaia),12.883,0.04,5282,4.59,-0.441,0.84,0.79,4.9
Kepler-191,d,Kepler-191 d,Transit,2016,5.94504102,5.82,2.28,2.7,291.183386,45.323177,604.75,14.776,G (Gaia),12.883,0.04,5282,4.59,-0.441,0.84,0.79,4.9
Kepler-192,b,Kepler-192 b,Transit,2014,9.926746,7.95,2.74,2.12,287.917924,45.592876,664.14,14.104,G (Gaia),12.427,0.021,5479,4.43,-0.109,0.94,1.01,6.76
Kepler-192,c,Kepler-192 c,Transit,2014,21.2234,8.2,2.79,2.07,287.917924,45.592876,664.14,14.104,G (Gaia),12.427,0.021,5479,4.43,-0.109,0.94,1.01,6.76
Kepler-192,d,Kepler-192 d,Transit,2016,6.47027579,1.04,1.02,5.39,287.917924,45.592876,664.14,14.104,G (Gaia),12.427,0.021,5479,4.43,-0.109,0.94,1.01,6.76
Kepler-193,b,Kepler-193 b,Transit,2014,11.38848,6.3,2.39,2.54,296.498596,46.577244,1038.87,14.596,G (Gaia),13.218,0.03,6335,4.4,0.066,1.14,1.15,2.88
Kepler-193,c,Kepler-193 c,Transit,2014,50.697494,8,2.75,2.11,296.498596,46.577244,1038.87,14.596,G (Gaia),13.218,0.03,6335,4.4,0.066,1.14,1.15,2.88
Kepler-194,b,Kepler-194 b,Transit,2014,2.092281,2.89,1.51,4.61,291.971445,47.864174,1133.48,14.912,G (Gaia),13.512,0.046,6089,4.42,0.022,1.09,1.02,3.55
Kepler-194,c,Kepler-194 c,Transit,2014,17.308032,7.22,2.59,2.28,291.971445,47.864174,1133.48,14.912,G (Gaia),13.512,0.046,6089,4.42,0.022,1.09,1.02,3.55
Kepler-194,d,Kepler-194 d,Transit,2014,52.814973,6.35,2.4,2.52,291.971445,47.864174,1133.48,14.912,G (Gaia),13.512,0.046,6089,4.42,0.022,1.09,1.02,3.55
Kepler-195,b,Kepler-195 b,Transit,2014,8.307872,4.78,2.03,3.14,288.120962,47.966667,664.47,14.799,G (Gaia),12.959,0.029,5329,4.6,-0.367,0.83,0.78,4.9
Kepler-195,c,Kepler-195 c,Transit,2014,34.096863,3.02,1.55,4.46,288.120962,47.966667,664.47,14.799,G (Gaia),12.959,0.029,5329,4.6,-0.367,0.83,0.78,4.9
Kepler-196,b,Kepler-196 b,Transit,2014,20.739886,4.27,1.9,3.42,284.968519,42.079205,457.26,14.103,G (Gaia),12.235,0.023,5128,4.57,-0.409,0.85,0.78,3.98
Kepler-196,c,Kepler-196 c,Transit,2014,47.427737,5.65,2.24,2.76,284.968519,42.079205,457.26,14.103,G (Gaia),12.235,0.023,5128,4.57,-0.409,0.85,0.78,3.98
Kepler-197,b,Kepler-197 b,Transit,2014,5.599308,1.04,1.02,5.39,295.226435,50.559006,333.75,11.78,G (Gaia),10.535,0.021,6004,4.3,0.199,1.01,1.12,5.37
Kepler-197,c,Kepler-197 c,Transit,2014,10.349695,5.3,1.23,15.7,295.226435,50.559006,333.75,11.78,G (Gaia),10.535,0.021,6004,4.3,0.199,1.01,1.12,5.37
Kepler-197,d,Kepler-197 d,Transit,2014,15.677563,1.98,1.22,5.99,295.226435,50.559006,333.75,11.78,G (Gaia),10.535,0.021,6004,4.3,0.199,1.01,1.12,5.37
Kepler-197,e,Kepler-197 e,Transit,2014,25.209715,0.693,0.91,5.05,295.226435,50.559006,333.75,11.78,G (Gaia),10.535,0.021,6004,4.3,0.199,1.01,1.12,5.37
Kepler-198,b,Kepler-198 b,Transit,2014,17.790037,8.35,2.82,2.05,290.67313,38.691011,502.52,13.566,G (Gaia),12.027,0.02,5574,4.47,-0.141,0.97,0.94,3.72
Kepler-198,c,Kepler-198 c,Transit,2014,49.567416,6.66,2.47,2.43,290.67313,38.691011,502.52,13.566,G (Gaia),12.027,0.02,5574,4.47,-0.141,0.97,0.94,3.72
Kepler-198,d,Kepler-198 d,Transit,2016,1.31184443,2.96,1.53,4.54,290.67313,38.691011,502.52,13.566,G (Gaia),12.027,0.02,5574,4.47,-0.141,0.97,0.94,3.72
Kepler-199,b,Kepler-199 b,Transit,2014,23.637604,9.85,3.11,1.8,295.559419,40.236271,528.99,13.597,G (Gaia),12.083,0.02,5644,4.44,-0.109,0.96,0.97,1.45
Kepler-199,c,Kepler-199 c,Transit,2014,67.093408,10.6,3.25,1.7,295.559419,40.236271,528.99,13.597,G (Gaia),12.083,0.02,5644,4.44,-0.109,0.96,0.97,1.45
Kepler-20,b,Kepler-20 b,Transit,2011,3.69611525,9.7,1.868,8.2,287.698004,42.338726,284.88,12.51,V (Johnson),10.871,0.013,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,c,Kepler-20 c,Transit,2011,10.85409089,12.75,3.047,2.5,287.698004,42.338726,284.88,12.51,V (Johnson),10.871,0.013,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,d,Kepler-20 d,Transit,2011,77.61130017,10.07,2.744,2.7,287.698004,42.338726,284.88,12.51,V (Johnson),10.871,0.013,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,e,Kepler-20 e,Transit,2011,6.09852281,3.08,0.865,,287.698004,42.338726,284.88,12.51,V (Johnson),10.871,0.013,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,f,Kepler-20 f,Transit,2011,19.57758478,14.3,1.003,,287.698004,42.338726,284.88,12.51,V (Johnson),10.871,0.013,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-20,g,Kepler-20 g,Radial Velocity,2016,34.94,19.96,4.71,1.05,287.698004,42.338726,284.88,12.51,V (Johnson),10.871,0.013,5495,4.45,-0.189,0.95,0.96,7.6
Kepler-200,b,Kepler-200 b,Transit,2014,8.594805,5.18,2.13,2.95,284.40992,41.237465,678.93,13.952,G (Gaia),12.455,0.021,5678,4.45,-0.045,0.98,0.94,3.63
Kepler-200,c,Kepler-200 c,Transit,2014,10.222157,3.15,1.59,4.31,284.40992,41.237465,678.93,13.952,G (Gaia),12.455,0.021,5678,4.45,-0.045,0.98,0.94,3.63
Kepler-201,b,Kepler-201 b,Transit,2014,25.672083,6.62,2.46,2.44,293.62604,41.272827,648.18,12.92,G (Gaia),11.737,0.02,6065,4.29,0.319,1.18,1.23,2.19
Kepler-201,c,Kepler-201 c,Transit,2014,151.884058,8.5,2.85,2.02,293.62604,41.272827,648.18,12.92,G (Gaia),11.737,0.02,6065,4.29,0.319,1.18,1.23,2.19
Kepler-202,b,Kepler-202 b,Transit,2014,4.069427,3.29,1.63,4.17,282.973419,41.322006,287.48,13.843,G (Gaia),11.639,0.023,4668,4.65,-0.708,0.78,0.67,3.24
Kepler-202,c,Kepler-202 c,Transit,2014,16.282493,4.08,1.85,3.54,282.973419,41.322006,287.48,13.843,G (Gaia),11.639,0.023,4668,4.65,-0.708,0.78,0.67,3.24
Kepler-203,b,Kepler-203 b,Transit,2014,3.162697,7.13,2.57,2.31,297.089977,41.388039,717.73,13.942,G (Gaia),12.445,0.026,5821,4.36,0.01,1,1.11,5.5
Kepler-203,c,Kepler-203 c,Transit,2014,5.370647,749.9,2.47,273,297.089977,41.388039,717.73,13.942,G (Gaia),12.445,0.026,5821,4.36,0.01,1,1.11,5.5
Kepler-203,d,Kepler-203 d,Transit,2014,11.32972,33.9,1.44,62.4,297.089977,41.388039,717.73,13.942,G (Gaia),12.445,0.026,5821,4.36,0.01,1,1.11,5.5
Kepler-204,b,Kepler-204 b,Transit,2014,14.400974,6.94,2.53,2.35,285.347187,41.761925,700.59,13.874,G (Gaia),12.481,0.025,5812,4.27,0.014,1.03,1.24,5.75
Kepler-204,c,Kepler-204 c,Transit,2014,25.660593,3.86,1.79,3.7,285.347187,41.761925,700.59,13.874,G (Gaia),12.481,0.025,5812,4.27,0.014,1.03,1.24,5.75
Kepler-205,b,Kepler-205 b,Transit,2014,2.75564,2.89,1.51,4.61,285.287111,41.861172,160.46,13.495,G (Gaia),10.833,0.021,4321,4.74,-0.989,0.6,0.55,3.16
Kepler-205,c,Kepler-205 c,Transit,2014,20.306546,3.33,1.64,4.15,285.287111,41.861172,160.46,13.495,G (Gaia),10.833,0.021,4321,4.74,-0.989,0.6,0.55,3.16
Kepler-206,b,Kepler-206 b,Transit,2014,7.781987,1.87,1.2,5.95,291.634678,41.833866,604.81,13.461,G (Gaia),12.001,0.023,5764,4.31,0.053,1.05,1.19,5.25
Kepler-206,c,Kepler-206 c,Transit,2014,13.137471,3.78,1.77,3.75,291.634678,41.833866,604.81,13.461,G (Gaia),12.001,0.023,5764,4.31,0.053,1.05,1.19,5.25
Kepler-206,d,Kepler-206 d,Transit,2014,23.44281,1.81,1.19,5.9,291.634678,41.833866,604.81,13.461,G (Gaia),12.001,0.023,5764,4.31,0.053,1.05,1.19,5.25
Kepler-207,b,Kepler-207 b,Transit,2014,1.611865,3.09,1.57,4.39,290.030517,42.16605,898.2,13.167,G (Gaia),11.805,0.015,5920,4.13,0.511,1.2,1.59,4.17
Kepler-207,c,Kepler-207 c,Transit,2014,3.071571,2.86,1.5,4.66,290.030517,42.16605,898.2,13.167,G (Gaia),11.805,0.015,5920,4.13,0.511,1.2,1.59,4.17
Kepler-207,d,Kepler-207 d,Transit,2014,5.868075,11,3.31,1.67,290.030517,42.16605,898.2,13.167,G (Gaia),11.805,0.015,5920,4.13,0.511,1.2,1.59,4.17
Kepler-208,b,Kepler-208 b,Transit,2014,4.22864,3.29,1.63,4.17,293.890206,42.528008,793.01,13.538,G (Gaia),12.21,0.02,6092,4.26,0.252,1.16,1.31,4.37
Kepler-208,c,Kepler-208 c,Transit,2014,7.466623,2.51,1.39,5.14,293.890206,42.528008,793.01,13.538,G (Gaia),12.21,0.02,6092,4.26,0.252,1.16,1.31,4.37
Kepler-208,d,Kepler-208 d,Transit,2014,11.131786,1.87,1.2,5.95,293.890206,42.528008,793.01,13.538,G (Gaia),12.21,0.02,6092,4.26,0.252,1.16,1.31,4.37
Kepler-208,e,Kepler-208 e,Transit,2014,16.259458,2.79,1.48,4.73,293.890206,42.528008,793.01,13.538,G (Gaia),12.21,0.02,6092,4.26,0.252,1.16,1.31,4.37
Kepler-209,b,Kepler-209 b,Transit,2014,16.087845,5.73,2.26,2.73,291.169537,42.640812,586.68,13.952,G (Gaia),12.362,0.021,5513,4.47,-0.16,0.95,0.94,4.47
Kepler-209,c,Kepler-209 c,Transit,2014,41.749882,9.8,3.1,1.81,291.169537,42.640812,586.68,13.952,G (Gaia),12.362,0.021,5513,4.47,-0.16,0.95,0.94,4.47
Kepler-21,b,Kepler-21 b,Transit,2012,2.78578,5.08,1.639,6.4,287.361816,38.714016,108.86,8.25,V (Johnson),6.945,0.018,6305,4.03,0.715,1.41,1.9,3.03
Kepler-210,b,Kepler-210 b,Transit,2014,2.453234,8.96,2.94,1.94,292.503389,43.083149,234.33,13.804,G (Gaia),11.313,0.016,4559,4.66,-0.758,0.77,0.65,1.78
Kepler-210,c,Kepler-210 c,Transit,2014,7.972513,12.8,3.62,1.48,292.503389,43.083149,234.33,13.804,G (Gaia),11.313,0.016,4559,4.66,-0.758,0.77,0.65,1.78
Kepler-211,b,Kepler-211 b,Transit,2014,4.138575,2.13,1.26,5.85,285.439151,43.168484,312.14,13.273,G (Gaia),11.447,0.021,5123,4.55,-0.408,0.9,0.82,1.55
Kepler-211,c,Kepler-211 c,Transit,2014,6.04045,18.3,1.29,46.8,285.439151,43.168484,312.14,13.273,G (Gaia),11.447,0.021,5123,4.55,-0.408,0.9,0.82,1.55
